Webinar Data,Registration_Number,Clean1,Clean2,Clean3,Clean4,Day,Month,Year,RegistrationDate,Clean5,Clean6,Status,Clean7,Clean8,In_Time,Out_Time,Webinar_timespend,Webinar_timespend (in minutes),Registration_Number,RegistrationDate,Contact_Number,Status,In_Time,Out_Time,Webinar_timespend,Webinar_timespend (in minutes),Webinar Scheduled,Platform,Campaign
"RGNO1465920,Date-16/12/2024,Mob:703246121[19:17-19:37]",RGNO1465920,Date-16/12/2024,Mob:703246121[19:17-19:37],Date,16/12/2024,16,12,2024,12/16/2024,703246121,19:17-19:37,Joined,19:17,19:37,7:17:00 PM,7:37:00 PM,0:20,20,RGNO1465920,12/16/2024,703246121,Joined,7:17:00 PM,7:37:00 PM,0:20,12:00:00 AM,12/17/2024,Facebook,Train to Gain
"RGNO1465921,Date-5/12/2024,Mob:603426129[0:00]",RGNO1465921,Date-5/12/2024,Mob:603426129[0:00],Date,5/12/2024,5,12,2024,12/5/2024,603426129,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465921,12/5/2024,603426129,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/6/2024,Instagram,Train to Gain
"RGNO1465922,Date-4/12/2024,Mob:603606136[16:32-17:24]",RGNO1465922,Date-4/12/2024,Mob:603606136[16:32-17:24],Date,4/12/2024,4,12,2024,12/4/2024,603606136,16:32-17:24,Joined,16:32,17:24,4:32:00 PM,5:24:00 PM,0:52,52,RGNO1465922,12/4/2024,603606136,Joined,4:32:00 PM,5:24:00 PM,0:52,12:00:00 AM,12/5/2024,Instagram,Unlock Your Potential
"RGNO1465923,Date-13/12/2024,Mob:603966151[0:00]",RGNO1465923,Date-13/12/2024,Mob:603966151[0:00],Date,13/12/2024,13,12,2024,12/13/2024,603966151,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465923,12/13/2024,603966151,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/14/2024,YouTube,Train to Gain
"RGNO1465924,Date-10/12/2024,Mob:604146159[10:25-11:12]",RGNO1465924,Date-10/12/2024,Mob:604146159[10:25-11:12],Date,10/12/2024,10,12,2024,12/10/2024,604146159,10:25-11:12,Joined,10:25,11:12,10:25:00 AM,11:12:00 AM,0:47,47,RGNO1465924,12/10/2024,604146159,Joined,10:25:00 AM,11:12:00 AM,0:47,12:00:00 AM,12/11/2024,Instagram,Train to Gain
"RGNO1465925,Date-8/12/2024,Mob:704416170[0:00]",RGNO1465925,Date-8/12/2024,Mob:704416170[0:00],Date,8/12/2024,8,12,2024,12/8/2024,704416170,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465925,12/8/2024,704416170,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/9/2024,Instagram,Grow with Us
"RGNO1465926,Date-9/12/2024,Mob:604506174[0:00]",RGNO1465926,Date-9/12/2024,Mob:604506174[0:00],Date,9/12/2024,9,12,2024,12/9/2024,604506174,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465926,12/9/2024,604506174,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/10/2024,YouTube,Train to Gain
"RGNO1465927,Date-14/12/2024,Mob:605136200[08:44-8:48]",RGNO1465927,Date-14/12/2024,Mob:605136200[08:44-8:48],Date,14/12/2024,14,12,2024,12/14/2024,605136200,08:44-8:48,Joined,8:44,8:48,8:44:00 AM,8:48:00 AM,0:04,4,RGNO1465927,12/14/2024,605136200,Joined,8:44:00 AM,8:48:00 AM,0:04,12:00:00 AM,12/15/2024,Instagram,Unlock Your Potential
"RGNO1465928,Date-12/12/2024,Mob:605406212[11:06-11:17]",RGNO1465928,Date-12/12/2024,Mob:605406212[11:06-11:17],Date,12/12/2024,12,12,2024,12/12/2024,605406212,11:06-11:17,Joined,11:06,11:17,11:06:00 AM,11:17:00 AM,0:11,11,RGNO1465928,12/12/2024,605406212,Joined,11:06:00 AM,11:17:00 AM,0:11,12:00:00 AM,12/13/2024,Instagram,Unlock Your Potential
"RGNO1465929,Date-5/12/2024,Mob:605586219[09:26-10:12]",RGNO1465929,Date-5/12/2024,Mob:605586219[09:26-10:12],Date,5/12/2024,5,12,2024,12/5/2024,605586219,09:26-10:12,Joined,9:26,10:12,9:26:00 AM,10:12:00 AM,0:46,46,RGNO1465929,12/5/2024,605586219,Joined,9:26:00 AM,10:12:00 AM,0:46,12:00:00 AM,12/6/2024,YouTube,Train to Gain
"RGNO1465930,Date-10/12/2024,Mob:605766227[08:27-8:31]",RGNO1465930,Date-10/12/2024,Mob:605766227[08:27-8:31],Date,10/12/2024,10,12,2024,12/10/2024,605766227,08:27-8:31,Joined,8:27,8:31,8:27:00 AM,8:31:00 AM,0:04,4,RGNO1465930,12/10/2024,605766227,Joined,8:27:00 AM,8:31:00 AM,0:04,12:00:00 AM,12/11/2024,Facebook,Unlock Your Potential
"RGNO1465931,Date-10/12/2024,Mob:705856231[10:38-10:42]",RGNO1465931,Date-10/12/2024,Mob:705856231[10:38-10:42],Date,10/12/2024,10,12,2024,12/10/2024,705856231,10:38-10:42,Joined,10:38,10:42,10:38:00 AM,10:42:00 AM,0:04,4,RGNO1465931,12/10/2024,705856231,Joined,10:38:00 AM,10:42:00 AM,0:04,12:00:00 AM,12/11/2024,Instagram,Train to Gain
"RGNO1465932,Date-11/12/2024,Mob:706036238[12:39-12:54]",RGNO1465932,Date-11/12/2024,Mob:706036238[12:39-12:54],Date,11/12/2024,11,12,2024,12/11/2024,706036238,12:39-12:54,Joined,12:39,12:54,12:39:00 PM,12:54:00 PM,0:15,15,RGNO1465932,12/11/2024,706036238,Joined,12:39:00 PM,12:54:00 PM,0:15,12:00:00 AM,12/12/2024,YouTube,Train to Gain
"RGNO1465933,Date-11/12/2024,Mob:706216246[12:55-13:02]",RGNO1465933,Date-11/12/2024,Mob:706216246[12:55-13:02],Date,11/12/2024,11,12,2024,12/11/2024,706216246,12:55-13:02,Joined,12:55,13:02,12:55:00 PM,1:02:00 PM,0:07,7,RGNO1465933,12/11/2024,706216246,Joined,12:55:00 PM,1:02:00 PM,0:07,12:00:00 AM,12/12/2024,YouTube,Unlock Your Potential
"RGNO1465934,Date-10/12/2024,Mob:706306249[0:00]",RGNO1465934,Date-10/12/2024,Mob:706306249[0:00],Date,10/12/2024,10,12,2024,12/10/2024,706306249,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465934,12/10/2024,706306249,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/11/2024,YouTube,Train to Gain
"RGNO1465935,Date-17/12/2024,Mob:706396253[10:04-10:23]",RGNO1465935,Date-17/12/2024,Mob:706396253[10:04-10:23],Date,17/12/2024,17,12,2024,12/17/2024,706396253,10:04-10:23,Joined,10:04,10:23,10:04:00 AM,10:23:00 AM,0:19,19,RGNO1465935,12/17/2024,706396253,Joined,10:04:00 AM,10:23:00 AM,0:19,12:00:00 AM,12/18/2024,YouTube,Train to Gain
"RGNO1465936,Date-10/12/2024,Mob:606486257[14:33-14:47]",RGNO1465936,Date-10/12/2024,Mob:606486257[14:33-14:47],Date,10/12/2024,10,12,2024,12/10/2024,606486257,14:33-14:47,Joined,14:33,14:47,2:33:00 PM,2:47:00 PM,0:14,14,RGNO1465936,12/10/2024,606486257,Joined,2:33:00 PM,2:47:00 PM,0:14,12:00:00 AM,12/11/2024,YouTube,Unlock Your Potential
"RGNO1465937,Date-13/12/2024,Mob:606576261[0:00]",RGNO1465937,Date-13/12/2024,Mob:606576261[0:00],Date,13/12/2024,13,12,2024,12/13/2024,606576261,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465937,12/13/2024,606576261,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/14/2024,Facebook,Train to Gain
"RGNO1465938,Date-10/12/2024,Mob:606666265[0:00]",RGNO1465938,Date-10/12/2024,Mob:606666265[0:00],Date,10/12/2024,10,12,2024,12/10/2024,606666265,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465938,12/10/2024,606666265,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/11/2024,Instagram,Train to Gain
"RGNO1465939,Date-7/12/2024,Mob:706756268[0:00]",RGNO1465939,Date-7/12/2024,Mob:706756268[0:00],Date,7/12/2024,7,12,2024,12/7/2024,706756268,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465939,12/7/2024,706756268,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/8/2024,Instagram,Grow with Us
"RGNO1465940,Date-12/12/2024,Mob:706846272[10:59-11:34]",RGNO1465940,Date-12/12/2024,Mob:706846272[10:59-11:34],Date,12/12/2024,12,12,2024,12/12/2024,706846272,10:59-11:34,Joined,10:59,11:34,10:59:00 AM,11:34:00 AM,0:35,35,RGNO1465940,12/12/2024,706846272,Joined,10:59:00 AM,11:34:00 AM,0:35,12:00:00 AM,12/13/2024,Instagram,Unlock Your Potential
"RGNO1465941,Date-11/12/2024,Mob:607116283[0:00]",RGNO1465941,Date-11/12/2024,Mob:607116283[0:00],Date,11/12/2024,11,12,2024,12/11/2024,607116283,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465941,12/11/2024,607116283,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1465942,Date-11/12/2024,Mob:707746310[11:02-11:19]",RGNO1465942,Date-11/12/2024,Mob:707746310[11:02-11:19],Date,11/12/2024,11,12,2024,12/11/2024,707746310,11:02-11:19,Joined,11:02,11:19,11:02:00 AM,11:19:00 AM,0:17,17,RGNO1465942,12/11/2024,707746310,Joined,11:02:00 AM,11:19:00 AM,0:17,12:00:00 AM,12/12/2024,Facebook,Train to Gain
"RGNO1465943,Date-14/12/2024,Mob:607836314[0:00]",RGNO1465943,Date-14/12/2024,Mob:607836314[0:00],Date,14/12/2024,14,12,2024,12/14/2024,607836314,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465943,12/14/2024,607836314,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/15/2024,YouTube,Unlock Your Potential
"RGNO1465944,Date-8/12/2024,Mob:608106325[0:00]",RGNO1465944,Date-8/12/2024,Mob:608106325[0:00],Date,8/12/2024,8,12,2024,12/8/2024,608106325,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465944,12/8/2024,608106325,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/9/2024,Instagram,Train to Gain
"RGNO1465945,Date-9/12/2024,Mob:708196329[11:44-11:58]",RGNO1465945,Date-9/12/2024,Mob:708196329[11:44-11:58],Date,9/12/2024,9,12,2024,12/9/2024,708196329,11:44-11:58,Joined,11:44,11:58,11:44:00 AM,11:58:00 AM,0:14,14,RGNO1465945,12/9/2024,708196329,Joined,11:44:00 AM,11:58:00 AM,0:14,12:00:00 AM,12/10/2024,Instagram,Unlock Your Potential
"RGNO1465946,Date-7/12/2024,Mob:608286333[14:02-14:32]",RGNO1465946,Date-7/12/2024,Mob:608286333[14:02-14:32],Date,7/12/2024,7,12,2024,12/7/2024,608286333,14:02-14:32,Joined,14:02,14:32,2:02:00 PM,2:32:00 PM,0:30,30,RGNO1465946,12/7/2024,608286333,Joined,2:02:00 PM,2:32:00 PM,0:30,12:00:00 AM,12/8/2024,Instagram,Train to Gain
"RGNO1465947,Date-14/12/2024,Mob:608376336[11:02-11:41]",RGNO1465947,Date-14/12/2024,Mob:608376336[11:02-11:41],Date,14/12/2024,14,12,2024,12/14/2024,608376336,11:02-11:41,Joined,11:02,11:41,11:02:00 AM,11:41:00 AM,0:39,39,RGNO1465947,12/14/2024,608376336,Joined,11:02:00 AM,11:41:00 AM,0:39,12:00:00 AM,12/15/2024,Instagram,Train to Gain
"RGNO1465948,Date-18/12/2024,Mob:608466340[0:00]",RGNO1465948,Date-18/12/2024,Mob:608466340[0:00],Date,18/12/2024,18,12,2024,12/18/2024,608466340,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465948,12/18/2024,608466340,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/19/2024,Instagram,Unlock Your Potential
"RGNO1465949,Date-16/12/2024,Mob:708556344[11:34-11:52]",RGNO1465949,Date-16/12/2024,Mob:708556344[11:34-11:52],Date,16/12/2024,16,12,2024,12/16/2024,708556344,11:34-11:52,Joined,11:34,11:52,11:34:00 AM,11:52:00 AM,0:18,18,RGNO1465949,12/16/2024,708556344,Joined,11:34:00 AM,11:52:00 AM,0:18,12:00:00 AM,12/17/2024,Instagram,Unlock Your Potential
"RGNO1465950,Date-14/12/2024,Mob:608646348[0:00]",RGNO1465950,Date-14/12/2024,Mob:608646348[0:00],Date,14/12/2024,14,12,2024,12/14/2024,608646348,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465950,12/14/2024,608646348,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/15/2024,YouTube,Unlock Your Potential
"RGNO1465951,Date-7/12/2024,Mob:608736351[0:00]",RGNO1465951,Date-7/12/2024,Mob:608736351[0:00],Date,7/12/2024,7,12,2024,12/7/2024,608736351,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465951,12/7/2024,608736351,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/8/2024,YouTube,Unlock Your Potential
"RGNO1465952,Date-15/12/2024,Mob:608826355[16:01-16:43]",RGNO1465952,Date-15/12/2024,Mob:608826355[16:01-16:43],Date,15/12/2024,15,12,2024,12/15/2024,608826355,16:01-16:43,Joined,16:01,16:43,4:01:00 PM,4:43:00 PM,0:42,42,RGNO1465952,12/15/2024,608826355,Joined,4:01:00 PM,4:43:00 PM,0:42,12:00:00 AM,12/16/2024,Instagram,Train to Gain
"RGNO1465953,Date-4/12/2024,Mob:709096367[18:58-19:14]",RGNO1465953,Date-4/12/2024,Mob:709096367[18:58-19:14],Date,4/12/2024,4,12,2024,12/4/2024,709096367,18:58-19:14,Joined,18:58,19:14,6:58:00 PM,7:14:00 PM,0:16,16,RGNO1465953,12/4/2024,709096367,Joined,6:58:00 PM,7:14:00 PM,0:16,12:00:00 AM,12/5/2024,Facebook,Train to Gain
"RGNO1465954,Date-10/12/2024,Mob:609456382[18:29-19:08]",RGNO1465954,Date-10/12/2024,Mob:609456382[18:29-19:08],Date,10/12/2024,10,12,2024,12/10/2024,609456382,18:29-19:08,Joined,18:29,19:08,6:29:00 PM,7:08:00 PM,0:39,39,RGNO1465954,12/10/2024,609456382,Joined,6:29:00 PM,7:08:00 PM,0:39,12:00:00 AM,12/11/2024,Instagram,Unlock Your Potential
"RGNO1465955,Date-8/12/2024,Mob:609636389[09:31-10:26]",RGNO1465955,Date-8/12/2024,Mob:609636389[09:31-10:26],Date,8/12/2024,8,12,2024,12/8/2024,609636389,09:31-10:26,Joined,9:31,10:26,9:31:00 AM,10:26:00 AM,0:55,55,RGNO1465955,12/8/2024,609636389,Joined,9:31:00 AM,10:26:00 AM,0:55,12:00:00 AM,12/9/2024,Instagram,Train to Gain
"RGNO1465956,Date-16/12/2024,Mob:709726393[13:51-14:31]",RGNO1465956,Date-16/12/2024,Mob:709726393[13:51-14:31],Date,16/12/2024,16,12,2024,12/16/2024,709726393,13:51-14:31,Joined,13:51,14:31,1:51:00 PM,2:31:00 PM,0:40,40,RGNO1465956,12/16/2024,709726393,Joined,1:51:00 PM,2:31:00 PM,0:40,12:00:00 AM,12/17/2024,Instagram,Grow with Us
"RGNO1465957,Date-13/12/2024,Mob:709996404[0:00]",RGNO1465957,Date-13/12/2024,Mob:709996404[0:00],Date,13/12/2024,13,12,2024,12/13/2024,709996404,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465957,12/13/2024,709996404,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/14/2024,Instagram,Train to Gain
"RGNO1465958,Date-9/12/2024,Mob:600086408[12:30-12:41]",RGNO1465958,Date-9/12/2024,Mob:600086408[12:30-12:41],Date,9/12/2024,9,12,2024,12/9/2024,600086408,12:30-12:41,Joined,12:30,12:41,12:30:00 PM,12:41:00 PM,0:11,11,RGNO1465958,12/9/2024,600086408,Joined,12:30:00 PM,12:41:00 PM,0:11,12:00:00 AM,12/10/2024,Instagram,Unlock Your Potential
"RGNO1465959,Date-11/12/2024,Mob:700446423[13:16-13:36]",RGNO1465959,Date-11/12/2024,Mob:700446423[13:16-13:36],Date,11/12/2024,11,12,2024,12/11/2024,700446423,13:16-13:36,Joined,13:16,13:36,1:16:00 PM,1:36:00 PM,0:20,20,RGNO1465959,12/11/2024,700446423,Joined,1:16:00 PM,1:36:00 PM,0:20,12:00:00 AM,12/12/2024,YouTube,Train to Gain
"RGNO1465960,Date-15/12/2024,Mob:600536427[18:10-19:01]",RGNO1465960,Date-15/12/2024,Mob:600536427[18:10-19:01],Date,15/12/2024,15,12,2024,12/15/2024,600536427,18:10-19:01,Joined,18:10,19:01,6:10:00 PM,7:01:00 PM,0:51,51,RGNO1465960,12/15/2024,600536427,Joined,6:10:00 PM,7:01:00 PM,0:51,12:00:00 AM,12/16/2024,Instagram,Train to Gain
"RGNO1465961,Date-8/12/2024,Mob:600626431[08:32-8:44]",RGNO1465961,Date-8/12/2024,Mob:600626431[08:32-8:44],Date,8/12/2024,8,12,2024,12/8/2024,600626431,08:32-8:44,Joined,8:32,8:44,8:32:00 AM,8:44:00 AM,0:12,12,RGNO1465961,12/8/2024,600626431,Joined,8:32:00 AM,8:44:00 AM,0:12,12:00:00 AM,12/9/2024,Instagram,Grow with Us
"RGNO1465962,Date-13/12/2024,Mob:700806438[0:00]",RGNO1465962,Date-13/12/2024,Mob:700806438[0:00],Date,13/12/2024,13,12,2024,12/13/2024,700806438,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465962,12/13/2024,700806438,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/14/2024,YouTube,Train to Gain
"RGNO1465963,Date-11/12/2024,Mob:701076450[13:04-13:43]",RGNO1465963,Date-11/12/2024,Mob:701076450[13:04-13:43],Date,11/12/2024,11,12,2024,12/11/2024,701076450,13:04-13:43,Joined,13:04,13:43,1:04:00 PM,1:43:00 PM,0:39,39,RGNO1465963,12/11/2024,701076450,Joined,1:04:00 PM,1:43:00 PM,0:39,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1465964,Date-17/12/2024,Mob:601346461[16:31-17:11]",RGNO1465964,Date-17/12/2024,Mob:601346461[16:31-17:11],Date,17/12/2024,17,12,2024,12/17/2024,601346461,16:31-17:11,Joined,16:31,17:11,4:31:00 PM,5:11:00 PM,0:40,40,RGNO1465964,12/17/2024,601346461,Joined,4:31:00 PM,5:11:00 PM,0:40,12:00:00 AM,12/18/2024,YouTube,Train to Gain
"RGNO1465965,Date-4/12/2024,Mob:601436465[12:58-13:03]",RGNO1465965,Date-4/12/2024,Mob:601436465[12:58-13:03],Date,4/12/2024,4,12,2024,12/4/2024,601436465,12:58-13:03,Joined,12:58,13:03,12:58:00 PM,1:03:00 PM,0:05,5,RGNO1465965,12/4/2024,601436465,Joined,12:58:00 PM,1:03:00 PM,0:05,12:00:00 AM,12/5/2024,Instagram,Grow with Us
"RGNO1465966,Date-19/12/2024,Mob:601616472[0:00]",RGNO1465966,Date-19/12/2024,Mob:601616472[0:00],Date,19/12/2024,19,12,2024,12/19/2024,601616472,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465966,12/19/2024,601616472,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/20/2024,Facebook,Unlock Your Potential
"RGNO1465967,Date-11/12/2024,Mob:601886484[17:26-18:10]",RGNO1465967,Date-11/12/2024,Mob:601886484[17:26-18:10],Date,11/12/2024,11,12,2024,12/11/2024,601886484,17:26-18:10,Joined,17:26,18:10,5:26:00 PM,6:10:00 PM,0:44,44,RGNO1465967,12/11/2024,601886484,Joined,5:26:00 PM,6:10:00 PM,0:44,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1465968,Date-14/12/2024,Mob:602066491[0:00]",RGNO1465968,Date-14/12/2024,Mob:602066491[0:00],Date,14/12/2024,14,12,2024,12/14/2024,602066491,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465968,12/14/2024,602066491,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/15/2024,YouTube,Train to Gain
"RGNO1465969,Date-10/12/2024,Mob:702156495[15:15-16:00]",RGNO1465969,Date-10/12/2024,Mob:702156495[15:15-16:00],Date,10/12/2024,10,12,2024,12/10/2024,702156495,15:15-16:00,Joined,15:15,16:00,3:15:00 PM,4:00:00 PM,0:45,45,RGNO1465969,12/10/2024,702156495,Joined,3:15:00 PM,4:00:00 PM,0:45,12:00:00 AM,12/11/2024,Instagram,Grow with Us
"RGNO1465970,Date-11/12/2024,Mob:702246499[19:20-19:55]",RGNO1465970,Date-11/12/2024,Mob:702246499[19:20-19:55],Date,11/12/2024,11,12,2024,12/11/2024,702246499,19:20-19:55,Joined,19:20,19:55,7:20:00 PM,7:55:00 PM,0:35,35,RGNO1465970,12/11/2024,702246499,Joined,7:20:00 PM,7:55:00 PM,0:35,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1465971,Date-5/12/2024,Mob:602336503[09:52-10:07]",RGNO1465971,Date-5/12/2024,Mob:602336503[09:52-10:07],Date,5/12/2024,5,12,2024,12/5/2024,602336503,09:52-10:07,Joined,9:52,10:07,9:52:00 AM,10:07:00 AM,0:15,15,RGNO1465971,12/5/2024,602336503,Joined,9:52:00 AM,10:07:00 AM,0:15,12:00:00 AM,12/6/2024,Instagram,Train to Gain
"RGNO1465972,Date-11/12/2024,Mob:702876525[0:00]",RGNO1465972,Date-11/12/2024,Mob:702876525[0:00],Date,11/12/2024,11,12,2024,12/11/2024,702876525,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465972,12/11/2024,702876525,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/12/2024,Instagram,Unlock Your Potential
"RGNO1465973,Date-15/12/2024,Mob:702966529[16:15-16:31]",RGNO1465973,Date-15/12/2024,Mob:702966529[16:15-16:31],Date,15/12/2024,15,12,2024,12/15/2024,702966529,16:15-16:31,Joined,16:15,16:31,4:15:00 PM,4:31:00 PM,0:16,16,RGNO1465973,12/15/2024,702966529,Joined,4:15:00 PM,4:31:00 PM,0:16,12:00:00 AM,12/16/2024,Instagram,Train to Gain
"RGNO1465974,Date-13/12/2024,Mob:703056533[19:15-20:01]",RGNO1465974,Date-13/12/2024,Mob:703056533[19:15-20:01],Date,13/12/2024,13,12,2024,12/13/2024,703056533,19:15-20:01,Joined,19:15,20:01,7:15:00 PM,8:01:00 PM,0:46,46,RGNO1465974,12/13/2024,703056533,Joined,7:15:00 PM,8:01:00 PM,0:46,12:00:00 AM,12/14/2024,Instagram,Train to Gain
"RGNO1465975,Date-14/12/2024,Mob:703146537[13:48-14:25]",RGNO1465975,Date-14/12/2024,Mob:703146537[13:48-14:25],Date,14/12/2024,14,12,2024,12/14/2024,703146537,13:48-14:25,Joined,13:48,14:25,1:48:00 PM,2:25:00 PM,0:37,37,RGNO1465975,12/14/2024,703146537,Joined,1:48:00 PM,2:25:00 PM,0:37,12:00:00 AM,12/15/2024,Instagram,Grow with Us
"RGNO1465976,Date-6/12/2024,Mob:603326544[14:05-14:24]",RGNO1465976,Date-6/12/2024,Mob:603326544[14:05-14:24],Date,6/12/2024,6,12,2024,12/6/2024,603326544,14:05-14:24,Joined,14:05,14:24,2:05:00 PM,2:24:00 PM,0:19,19,RGNO1465976,12/6/2024,603326544,Joined,2:05:00 PM,2:24:00 PM,0:19,12:00:00 AM,12/7/2024,YouTube,Grow with Us
"RGNO1465977,Date-6/12/2024,Mob:603416548[19:16-19:26]",RGNO1465977,Date-6/12/2024,Mob:603416548[19:16-19:26],Date,6/12/2024,6,12,2024,12/6/2024,603416548,19:16-19:26,Joined,19:16,19:26,7:16:00 PM,7:26:00 PM,0:10,10,RGNO1465977,12/6/2024,603416548,Joined,7:16:00 PM,7:26:00 PM,0:10,12:00:00 AM,12/7/2024,Facebook,Train to Gain
"RGNO1465978,Date-11/12/2024,Mob:703596555[10:43-11:32]",RGNO1465978,Date-11/12/2024,Mob:703596555[10:43-11:32],Date,11/12/2024,11,12,2024,12/11/2024,703596555,10:43-11:32,Joined,10:43,11:32,10:43:00 AM,11:32:00 AM,0:49,49,RGNO1465978,12/11/2024,703596555,Joined,10:43:00 AM,11:32:00 AM,0:49,12:00:00 AM,12/12/2024,Facebook,Train to Gain
"RGNO1465979,Date-11/12/2024,Mob:604046574[15:53-16:06]",RGNO1465979,Date-11/12/2024,Mob:604046574[15:53-16:06],Date,11/12/2024,11,12,2024,12/11/2024,604046574,15:53-16:06,Joined,15:53,16:06,3:53:00 PM,4:06:00 PM,0:13,13,RGNO1465979,12/11/2024,604046574,Joined,3:53:00 PM,4:06:00 PM,0:13,12:00:00 AM,12/12/2024,YouTube,Unlock Your Potential
"RGNO1465980,Date-16/12/2024,Mob:604136578[16:22-16:40]",RGNO1465980,Date-16/12/2024,Mob:604136578[16:22-16:40],Date,16/12/2024,16,12,2024,12/16/2024,604136578,16:22-16:40,Joined,16:22,16:40,4:22:00 PM,4:40:00 PM,0:18,18,RGNO1465980,12/16/2024,604136578,Joined,4:22:00 PM,4:40:00 PM,0:18,12:00:00 AM,12/17/2024,YouTube,Train to Gain
"RGNO1465981,Date-11/12/2024,Mob:604316586[12:21-13:08]",RGNO1465981,Date-11/12/2024,Mob:604316586[12:21-13:08],Date,11/12/2024,11,12,2024,12/11/2024,604316586,12:21-13:08,Joined,12:21,13:08,12:21:00 PM,1:08:00 PM,0:47,47,RGNO1465981,12/11/2024,604316586,Joined,12:21:00 PM,1:08:00 PM,0:47,12:00:00 AM,12/12/2024,Instagram,Train to Gain
"RGNO1465982,Date-19/12/2024,Mob:604586597[09:20-10:10]",RGNO1465982,Date-19/12/2024,Mob:604586597[09:20-10:10],Date,19/12/2024,19,12,2024,12/19/2024,604586597,09:20-10:10,Joined,9:20,10:10,9:20:00 AM,10:10:00 AM,0:50,50,RGNO1465982,12/19/2024,604586597,Joined,9:20:00 AM,10:10:00 AM,0:50,12:00:00 AM,12/20/2024,Instagram,Train to Gain
"RGNO1465983,Date-11/12/2024,Mob:704946612[0:00]",RGNO1465983,Date-11/12/2024,Mob:704946612[0:00],Date,11/12/2024,11,12,2024,12/11/2024,704946612,0:00,Not Joined,0:00,,12:00:00 AM,0:00,0:00,0,RGNO1465983,12/11/2024,704946612,Not Joined,12:00:00 AM,0:00,0:00,12:00:00 AM,12/12/2024,YouTube,Unlock Your Potential
"RGNO1465984,Date-13/12/2024,Mob:705126620[15:24-16:00]",RGNO1465984,Date-13/12/2024,Mob:705126620[15:24-16:00],Date,13/12/2024,13,12,2024,12/13/2024,705126620,15:24-16:00,Joined,15:24,16:00,3:24:00 PM,4:00:00 PM,0:36,36,RGNO1465984,12/13/2024,705126620,Joined,3:24:00 PM,4:00:00 PM,0:36,12:00:00 AM,12/14/2024,Facebook,Unlock Your Potential
